Date,Surface temperature average weight,Number of cloud free observations
2008-04-24 00:00:00,263,15
2008-04-25 00:00:00,261,11
2008-04-26 00:00:00,-999,10
2008-04-27 00:00:00,-999,10
2008-04-28 00:00:00,-999,10
2008-04-29 00:00:00,-999,8
2008-04-30 00:00:00,-999,6
2008-05-01 00:00:00,-999,5
2008-05-02 00:00:00,-999,4
2008-05-03 00:00:00,-999,5
2008-05-04 00:00:00,-999,4
2008-05-05 00:00:00,-999,4
2008-05-06 00:00:00,271,13
2008-05-07 00:00:00,270,16
2008-05-08 00:00:00,271,23
2008-05-09 00:00:00,271,23
2008-05-10 00:00:00,271,22
2008-05-11 00:00:00,271,22
2008-05-12 00:00:00,272,30
2008-05-13 00:00:00,271,23
2008-05-14 00:00:00,272,22
2008-05-15 00:00:00,272,16
2008-05-16 00:00:00,273,24
2008-05-17 00:00:00,274,28
2008-05-18 00:00:00,274,29
2008-05-19 00:00:00,275,21
2008-05-20 00:00:00,275,20
2008-05-21 00:00:00,276,19
2008-05-22 00:00:00,276,19
2008-05-23 00:00:00,277,11
2008-05-24 00:00:00,277,6
2008-05-25 00:00:00,277,5
2008-05-26 00:00:00,277,3
2008-05-27 00:00:00,277,4
2008-05-28 00:00:00,280,6
2008-05-29 00:00:00,282,6
2008-05-30 00:00:00,282,6
2008-05-31 00:00:00,282,6
2008-06-01 00:00:00,283,10
2008-06-02 00:00:00,285,17
2008-06-03 00:00:00,286,17
2008-06-04 00:00:00,287,21
2008-06-05 00:00:00,287,25
2008-06-06 00:00:00,286,32
2008-06-07 00:00:00,286,34
2008-06-08 00:00:00,286,34
2008-06-09 00:00:00,286,33
2008-06-10 00:00:00,286,38
2008-06-11 00:00:00,286,33
2008-06-12 00:00:00,286,28
2008-06-13 00:00:00,287,25
2008-06-14 00:00:00,287,32
2008-06-15 00:00:00,288,40
2008-06-16 00:00:00,290,44
2008-06-17 00:00:00,291,47
2008-06-18 00:00:00,292,54
2008-06-19 00:00:00,292,64
2008-06-20 00:00:00,293,69
2008-06-21 00:00:00,293,66
2008-06-22 00:00:00,294,59
2008-06-23 00:00:00,294,51
2008-06-24 00:00:00,294,46
2008-06-25 00:00:00,293,39
2008-06-26 00:00:00,293,29
2008-06-27 00:00:00,292,23
2008-06-28 00:00:00,292,25
2008-06-29 00:00:00,292,31
2008-06-30 00:00:00,292,37
2008-07-01 00:00:00,292,40
2008-07-02 00:00:00,292,43
2008-07-03 00:00:00,292,47
2008-07-04 00:00:00,292,50
2008-07-05 00:00:00,292,47
2008-07-06 00:00:00,291,40
2008-07-07 00:00:00,290,38
2008-07-08 00:00:00,290,35
2008-07-09 00:00:00,289,30
2008-07-10 00:00:00,289,26
2008-07-11 00:00:00,288,20
2008-07-12 00:00:00,288,15
2008-07-13 00:00:00,288,11
2008-07-14 00:00:00,290,5
2008-07-15 00:00:00,-999,-999
2008-07-16 00:00:00,281,3
2008-07-17 00:00:00,281,5
2008-07-18 00:00:00,281,5
2008-07-19 00:00:00,287,15
2008-07-20 00:00:00,287,18
2008-07-21 00:00:00,288,23
2008-07-22 00:00:00,288,26
2008-07-23 00:00:00,289,30
2008-07-24 00:00:00,289,29
2008-07-25 00:00:00,289,29
2008-07-26 00:00:00,289,21
2008-07-27 00:00:00,289,18
2008-07-28 00:00:00,289,13
2008-07-29 00:00:00,287,13
2008-07-30 00:00:00,283,7
2008-07-31 00:00:00,282,6
2008-08-01 00:00:00,281,7
2008-08-02 00:00:00,282,5
2008-08-03 00:00:00,281,6
2008-08-04 00:00:00,281,6
2008-08-05 00:00:00,280,3
2008-08-06 00:00:00,283,8
2008-08-07 00:00:00,283,9
2008-08-08 00:00:00,282,10
2008-08-09 00:00:00,283,11
2008-08-10 00:00:00,283,17
2008-08-11 00:00:00,283,18
2008-08-12 00:00:00,283,19
2008-08-13 00:00:00,282,13
2008-08-14 00:00:00,281,13
2008-08-15 00:00:00,282,13
2008-08-16 00:00:00,281,12
2008-08-17 00:00:00,278,6
2008-08-18 00:00:00,280,7
2008-08-19 00:00:00,280,6
2008-08-20 00:00:00,280,7
2008-08-21 00:00:00,280,12
2008-08-22 00:00:00,280,12
2008-08-23 00:00:00,280,12
2008-08-24 00:00:00,279,14
2008-08-25 00:00:00,278,15
2008-08-26 00:00:00,278,16
2008-08-27 00:00:00,278,23
2008-08-28 00:00:00,278,26
2008-08-29 00:00:00,279,35
2008-08-30 00:00:00,279,35
2008-08-31 00:00:00,280,32
2008-09-01 00:00:00,280,31
2008-09-02 00:00:00,279,33
2008-09-03 00:00:00,280,25
2008-09-04 00:00:00,280,17
2008-09-05 00:00:00,276,6
2008-09-06 00:00:00,276,6
2008-09-07 00:00:00,275,8
2008-09-08 00:00:00,274,7
2008-09-09 00:00:00,273,7
2008-09-10 00:00:00,273,7
2008-09-11 00:00:00,274,11
2008-09-12 00:00:00,274,13
2008-09-13 00:00:00,274,17
2008-09-14 00:00:00,275,16
2008-09-15 00:00:00,275,15
2008-09-16 00:00:00,-999,12
2008-09-17 00:00:00,-999,12
2008-09-18 00:00:00,-999,7
2008-09-19 00:00:00,-999,5
2008-09-20 00:00:00,-999,1
2008-09-21 00:00:00,-999,-999
2008-09-22 00:00:00,-999,-999
2008-09-23 00:00:00,-999,-999
2008-09-24 00:00:00,-999,-999
2008-09-25 00:00:00,271,4
2008-09-26 00:00:00,270,8
2008-09-27 00:00:00,270,8
2008-09-28 00:00:00,270,13
2008-09-29 00:00:00,270,13
2008-09-30 00:00:00,269,15
2008-10-01 00:00:00,268,16
2008-10-02 00:00:00,265,19
2008-10-03 00:00:00,265,18
2008-10-04 00:00:00,265,19
2008-10-05 00:00:00,265,21
2008-10-06 00:00:00,265,22
2008-10-07 00:00:00,265,20
2008-10-08 00:00:00,266,19
2008-10-09 00:00:00,267,13
2008-10-10 00:00:00,266,12
2008-10-11 00:00:00,263,17
2008-10-12 00:00:00,256,17
2008-10-13 00:00:00,254,18
2008-10-14 00:00:00,254,19
2008-10-15 00:00:00,255,21
2008-10-16 00:00:00,255,21
2008-10-17 00:00:00,254,20
2008-10-18 00:00:00,254,14
2008-10-19 00:00:00,257,7
2008-10-20 00:00:00,250,11
2008-10-21 00:00:00,248,16
2008-10-22 00:00:00,247,25
2008-10-23 00:00:00,248,32
2008-10-24 00:00:00,248,36
2008-10-25 00:00:00,248,39
2008-10-26 00:00:00,249,41
2008-10-27 00:00:00,250,37
2008-10-28 00:00:00,251,37
2008-10-29 00:00:00,252,27
2008-10-30 00:00:00,253,20
2008-10-31 00:00:00,254,22
2008-11-01 00:00:00,254,19
2008-11-02 00:00:00,254,19
2008-11-03 00:00:00,254,18
2008-11-04 00:00:00,255,14
2008-11-05 00:00:00,256,15
2008-11-06 00:00:00,256,20
2008-11-07 00:00:00,255,20
2008-11-08 00:00:00,255,22
2008-11-09 00:00:00,252,27
2008-11-10 00:00:00,252,26
2008-11-11 00:00:00,252,24
2008-11-12 00:00:00,252,22
2008-11-13 00:00:00,248,22
2008-11-14 00:00:00,244,21
2008-11-15 00:00:00,243,19
2008-11-16 00:00:00,241,13
2008-11-17 00:00:00,241,15
2008-11-18 00:00:00,243,24
2008-11-19 00:00:00,244,29
2008-11-20 00:00:00,246,29
2008-11-21 00:00:00,248,25
2008-11-22 00:00:00,248,27
2008-11-23 00:00:00,248,26
2008-11-24 00:00:00,249,24
2008-11-25 00:00:00,251,15
2008-11-26 00:00:00,250,12
2008-11-27 00:00:00,240,18
2008-11-28 00:00:00,238,24
2008-11-29 00:00:00,237,26
2008-11-30 00:00:00,237,26
2008-12-01 00:00:00,237,27
2008-12-02 00:00:00,237,37
2008-12-03 00:00:00,236,45
2008-12-04 00:00:00,238,45
2008-12-05 00:00:00,239,43
2008-12-06 00:00:00,239,40
2008-12-07 00:00:00,239,50
2008-12-08 00:00:00,240,50
2008-12-09 00:00:00,240,40
2008-12-10 00:00:00,243,31
2008-12-11 00:00:00,244,27
2008-12-12 00:00:00,246,28
2008-12-13 00:00:00,246,33
2008-12-14 00:00:00,248,23
2008-12-15 00:00:00,248,24
2008-12-16 00:00:00,249,28
2008-12-17 00:00:00,249,34
2008-12-18 00:00:00,249,27
2008-12-19 00:00:00,249,22
2008-12-20 00:00:00,249,16
2008-12-21 00:00:00,249,16
2008-12-22 00:00:00,247,16
2008-12-23 00:00:00,242,17
2008-12-24 00:00:00,237,15
2008-12-25 00:00:00,236,20
2008-12-26 00:00:00,235,18
2008-12-27 00:00:00,235,18
2008-12-28 00:00:00,235,18
2008-12-29 00:00:00,235,16
2008-12-30 00:00:00,234,11
2008-12-31 00:00:00,234,6
2009-01-01 00:00:00,234,17
2009-01-02 00:00:00,236,14
2009-01-03 00:00:00,237,11
2009-01-04 00:00:00,235,17
2009-01-05 00:00:00,235,27
2009-01-06 00:00:00,234,36
2009-01-07 00:00:00,234,39
2009-01-08 00:00:00,235,40
2009-01-09 00:00:00,235,37
2009-01-10 00:00:00,235,36
2009-01-11 00:00:00,242,35
2009-01-12 00:00:00,247,27
2009-01-13 00:00:00,255,17
2009-01-14 00:00:00,265,11
2009-01-15 00:00:00,251,19
2009-01-16 00:00:00,248,26
2009-01-17 00:00:00,247,28
2009-01-18 00:00:00,241,29
2009-01-19 00:00:00,240,28
2009-01-20 00:00:00,240,29
2009-01-21 00:00:00,240,29
2009-01-22 00:00:00,241,26
2009-01-23 00:00:00,240,25
2009-01-24 00:00:00,237,34
2009-01-25 00:00:00,234,32
2009-01-26 00:00:00,234,37
2009-01-27 00:00:00,234,40
2009-01-28 00:00:00,234,43
2009-01-29 00:00:00,234,36
2009-01-30 00:00:00,234,32
2009-01-31 00:00:00,237,25
2009-02-01 00:00:00,238,21
2009-02-02 00:00:00,239,20
2009-02-03 00:00:00,240,16
2009-02-04 00:00:00,241,15
2009-02-05 00:00:00,240,19
2009-02-06 00:00:00,240,21
2009-02-07 00:00:00,241,22
2009-02-08 00:00:00,243,24
2009-02-09 00:00:00,247,23
2009-02-10 00:00:00,248,27
2009-02-11 00:00:00,250,27
2009-02-12 00:00:00,250,27
2009-02-13 00:00:00,251,23
2009-02-14 00:00:00,253,19
2009-02-15 00:00:00,250,19
2009-02-16 00:00:00,247,20
2009-02-17 00:00:00,245,24
2009-02-18 00:00:00,246,30
2009-02-19 00:00:00,246,26
2009-02-20 00:00:00,246,27
2009-02-21 00:00:00,245,27
2009-02-22 00:00:00,246,25
2009-02-23 00:00:00,246,20
2009-02-24 00:00:00,247,15
2009-02-25 00:00:00,245,16
2009-02-26 00:00:00,244,24
2009-02-27 00:00:00,245,27
2009-02-28 00:00:00,245,29
2009-03-01 00:00:00,245,32
2009-03-02 00:00:00,244,35
2009-03-03 00:00:00,244,38
2009-03-04 00:00:00,244,35
2009-03-05 00:00:00,244,35
2009-03-06 00:00:00,243,38
2009-03-07 00:00:00,241,40
2009-03-08 00:00:00,240,39
2009-03-09 00:00:00,240,38
2009-03-10 00:00:00,239,32
2009-03-11 00:00:00,238,27
2009-03-12 00:00:00,236,23
2009-03-13 00:00:00,238,20
2009-03-14 00:00:00,240,15
2009-03-15 00:00:00,241,18
2009-03-16 00:00:00,242,22
2009-03-17 00:00:00,242,28
2009-03-18 00:00:00,242,33
2009-03-19 00:00:00,243,37
2009-03-20 00:00:00,244,34
2009-03-21 00:00:00,244,34
2009-03-22 00:00:00,244,32
2009-03-23 00:00:00,245,29
2009-03-24 00:00:00,246,28
2009-03-25 00:00:00,248,28
2009-03-26 00:00:00,250,26
2009-03-27 00:00:00,250,34
