Date,Surface temperature average weight,Number of cloud free observations
2007-06-12 00:00:00,286,46
2007-06-13 00:00:00,286,53
2007-06-14 00:00:00,286,56
2007-06-15 00:00:00,287,62
2007-06-16 00:00:00,287,54
2007-06-17 00:00:00,288,46
2007-06-18 00:00:00,288,38
2007-06-19 00:00:00,289,32
2007-06-20 00:00:00,290,26
2007-06-21 00:00:00,290,25
2007-06-22 00:00:00,289,19
2007-06-23 00:00:00,289,21
2007-06-24 00:00:00,289,21
2007-06-25 00:00:00,289,19
2007-06-26 00:00:00,289,15
2007-06-27 00:00:00,288,19
2007-06-28 00:00:00,288,28
2007-06-29 00:00:00,289,33
2007-06-30 00:00:00,289,37
2007-07-01 00:00:00,290,48
2007-07-02 00:00:00,290,56
2007-07-03 00:00:00,291,65
2007-07-04 00:00:00,292,66
2007-07-05 00:00:00,293,62
2007-07-06 00:00:00,293,63
2007-07-07 00:00:00,293,61
2007-07-08 00:00:00,293,52
2007-07-09 00:00:00,293,46
2007-07-10 00:00:00,293,47
2007-07-11 00:00:00,293,37
2007-07-12 00:00:00,292,34
2007-07-13 00:00:00,292,25
2007-07-14 00:00:00,292,18
2007-07-15 00:00:00,293,16
2007-07-16 00:00:00,293,14
2007-07-17 00:00:00,291,4
2007-07-18 00:00:00,287,5
2007-07-19 00:00:00,-999,1
2007-07-20 00:00:00,287,8
2007-07-21 00:00:00,287,15
2007-07-22 00:00:00,287,20
2007-07-23 00:00:00,287,20
2007-07-24 00:00:00,287,21
2007-07-25 00:00:00,288,25
2007-07-26 00:00:00,288,25
2007-07-27 00:00:00,288,18
2007-07-28 00:00:00,288,13
2007-07-29 00:00:00,289,17
2007-07-30 00:00:00,289,21
2007-07-31 00:00:00,288,21
2007-08-01 00:00:00,288,17
2007-08-02 00:00:00,288,17
2007-08-03 00:00:00,288,18
2007-08-04 00:00:00,287,16
2007-08-05 00:00:00,285,9
2007-08-06 00:00:00,282,12
2007-08-07 00:00:00,283,12
2007-08-08 00:00:00,284,11
2007-08-09 00:00:00,284,12
2007-08-10 00:00:00,285,11
2007-08-11 00:00:00,285,11
2007-08-12 00:00:00,285,9
2007-08-13 00:00:00,285,3
2007-08-14 00:00:00,281,3
2007-08-15 00:00:00,282,9
2007-08-16 00:00:00,283,17
2007-08-17 00:00:00,284,27
2007-08-18 00:00:00,284,38
2007-08-19 00:00:00,285,47
2007-08-20 00:00:00,285,56
2007-08-21 00:00:00,285,63
2007-08-22 00:00:00,286,67
2007-08-23 00:00:00,286,69
2007-08-24 00:00:00,286,69
2007-08-25 00:00:00,286,59
2007-08-26 00:00:00,286,50
2007-08-27 00:00:00,285,45
2007-08-28 00:00:00,284,48
2007-08-29 00:00:00,283,47
2007-08-30 00:00:00,282,47
2007-08-31 00:00:00,281,46
2007-09-01 00:00:00,281,47
2007-09-02 00:00:00,281,51
2007-09-03 00:00:00,281,46
2007-09-04 00:00:00,281,37
2007-09-05 00:00:00,281,33
2007-09-06 00:00:00,282,28
2007-09-07 00:00:00,282,19
2007-09-08 00:00:00,283,17
2007-09-09 00:00:00,283,13
2007-09-10 00:00:00,281,14
2007-09-11 00:00:00,280,21
2007-09-12 00:00:00,279,25
2007-09-13 00:00:00,277,19
2007-09-14 00:00:00,277,19
2007-09-15 00:00:00,277,19
2007-09-16 00:00:00,277,19
2007-09-17 00:00:00,277,20
2007-09-18 00:00:00,277,12
2007-09-19 00:00:00,-999,3
2007-09-20 00:00:00,-999,3
2007-09-21 00:00:00,-999,3
2007-09-22 00:00:00,273,6
2007-09-23 00:00:00,273,11
2007-09-24 00:00:00,273,14
2007-09-25 00:00:00,273,15
2007-09-26 00:00:00,273,15
2007-09-27 00:00:00,273,15
2007-09-28 00:00:00,272,17
2007-09-29 00:00:00,271,20
2007-09-30 00:00:00,-999,18
2007-10-01 00:00:00,-999,13
2007-10-02 00:00:00,263,14
2007-10-03 00:00:00,263,17
2007-10-04 00:00:00,263,19
2007-10-05 00:00:00,263,17
2007-10-06 00:00:00,263,11
2007-10-07 00:00:00,263,9
2007-10-08 00:00:00,263,9
2007-10-09 00:00:00,-999,6
2007-10-10 00:00:00,-999,4
2007-10-11 00:00:00,-999,2
2007-10-12 00:00:00,-999,2
2007-10-13 00:00:00,262,6
2007-10-14 00:00:00,261,10
2007-10-15 00:00:00,260,14
2007-10-16 00:00:00,260,18
2007-10-17 00:00:00,259,19
2007-10-18 00:00:00,259,19
2007-10-19 00:00:00,259,25
2007-10-20 00:00:00,258,23
2007-10-21 00:00:00,258,18
2007-10-22 00:00:00,257,14
2007-10-23 00:00:00,257,10
2007-10-24 00:00:00,257,13
2007-10-25 00:00:00,257,14
2007-10-26 00:00:00,257,10
2007-10-27 00:00:00,257,8
2007-10-28 00:00:00,257,8
2007-10-29 00:00:00,257,8
2007-10-30 00:00:00,257,9
2007-10-31 00:00:00,257,4
2007-11-01 00:00:00,255,5
2007-11-02 00:00:00,254,6
2007-11-03 00:00:00,253,8
2007-11-04 00:00:00,253,9
2007-11-05 00:00:00,253,10
2007-11-06 00:00:00,253,9
2007-11-07 00:00:00,253,9
2007-11-08 00:00:00,254,8
2007-11-09 00:00:00,254,5
2007-11-10 00:00:00,255,3
2007-11-11 00:00:00,255,3
2007-11-12 00:00:00,254,3
2007-11-13 00:00:00,251,11
2007-11-14 00:00:00,247,20
2007-11-15 00:00:00,247,19
2007-11-16 00:00:00,248,23
2007-11-17 00:00:00,248,24
2007-11-18 00:00:00,247,31
2007-11-19 00:00:00,246,40
2007-11-20 00:00:00,244,41
2007-11-21 00:00:00,244,42
2007-11-22 00:00:00,244,53
2007-11-23 00:00:00,244,50
2007-11-24 00:00:00,244,51
2007-11-25 00:00:00,244,50
2007-11-26 00:00:00,243,42
2007-11-27 00:00:00,242,42
2007-11-28 00:00:00,241,42
2007-11-29 00:00:00,240,41
2007-11-30 00:00:00,240,48
2007-12-01 00:00:00,241,49
2007-12-02 00:00:00,241,45
2007-12-03 00:00:00,241,43
2007-12-04 00:00:00,243,36
2007-12-05 00:00:00,245,30
2007-12-06 00:00:00,248,24
2007-12-07 00:00:00,254,16
2007-12-08 00:00:00,251,15
2007-12-09 00:00:00,250,12
2007-12-10 00:00:00,250,12
2007-12-11 00:00:00,250,10
2007-12-12 00:00:00,251,6
2007-12-13 00:00:00,-999,2
2007-12-14 00:00:00,249,4
2007-12-15 00:00:00,245,5
2007-12-16 00:00:00,240,16
2007-12-17 00:00:00,240,27
2007-12-18 00:00:00,240,30
2007-12-19 00:00:00,240,34
2007-12-20 00:00:00,240,35
2007-12-21 00:00:00,240,35
2007-12-22 00:00:00,241,36
2007-12-23 00:00:00,241,30
2007-12-24 00:00:00,243,19
2007-12-25 00:00:00,243,16
2007-12-26 00:00:00,243,12
2007-12-27 00:00:00,243,11
2007-12-28 00:00:00,241,9
2007-12-29 00:00:00,239,5
2007-12-30 00:00:00,-999,-999
2007-12-31 00:00:00,-999,-999
2008-01-01 00:00:00,251,3
2008-01-02 00:00:00,251,3
2008-01-03 00:00:00,251,3
2008-01-04 00:00:00,253,2
2008-01-05 00:00:00,-999,1
2008-01-06 00:00:00,-999,1
2008-01-07 00:00:00,-999,1
2008-01-08 00:00:00,236,7
2008-01-09 00:00:00,233,15
2008-01-10 00:00:00,235,20
2008-01-11 00:00:00,236,23
2008-01-12 00:00:00,238,29
2008-01-13 00:00:00,239,37
2008-01-14 00:00:00,239,37
2008-01-15 00:00:00,242,35
2008-01-16 00:00:00,248,31
2008-01-17 00:00:00,251,27
2008-01-18 00:00:00,249,31
2008-01-19 00:00:00,249,26
2008-01-20 00:00:00,251,18
2008-01-21 00:00:00,245,26
2008-01-22 00:00:00,239,34
2008-01-23 00:00:00,235,36
2008-01-24 00:00:00,235,44
2008-01-25 00:00:00,233,49
2008-01-26 00:00:00,233,57
2008-01-27 00:00:00,232,67
2008-01-28 00:00:00,232,64
2008-01-29 00:00:00,232,60
2008-01-30 00:00:00,232,57
2008-01-31 00:00:00,231,49
2008-02-01 00:00:00,231,38
2008-02-02 00:00:00,231,34
2008-02-03 00:00:00,232,33
2008-02-04 00:00:00,233,35
2008-02-05 00:00:00,234,32
2008-02-06 00:00:00,236,39
2008-02-07 00:00:00,237,45
2008-02-08 00:00:00,238,52
2008-02-09 00:00:00,240,53
2008-02-10 00:00:00,243,46
2008-02-11 00:00:00,244,42
2008-02-12 00:00:00,246,39
2008-02-13 00:00:00,249,35
2008-02-14 00:00:00,251,34
2008-02-15 00:00:00,254,34
2008-02-16 00:00:00,256,29
2008-02-17 00:00:00,256,27
2008-02-18 00:00:00,256,25
2008-02-19 00:00:00,256,23
2008-02-20 00:00:00,253,23
2008-02-21 00:00:00,249,21
2008-02-22 00:00:00,244,14
2008-02-23 00:00:00,242,12
2008-02-24 00:00:00,242,12
2008-02-25 00:00:00,241,16
2008-02-26 00:00:00,241,22
2008-02-27 00:00:00,242,22
2008-02-28 00:00:00,245,22
2008-02-29 00:00:00,245,22
2008-03-01 00:00:00,245,22
2008-03-02 00:00:00,245,24
2008-03-03 00:00:00,246,24
2008-03-04 00:00:00,248,18
2008-03-05 00:00:00,248,12
2008-03-06 00:00:00,245,13
2008-03-07 00:00:00,245,13
2008-03-08 00:00:00,245,13
2008-03-09 00:00:00,244,14
2008-03-10 00:00:00,242,14
2008-03-11 00:00:00,240,20
2008-03-12 00:00:00,240,24
2008-03-13 00:00:00,238,26
2008-03-14 00:00:00,238,32
2008-03-15 00:00:00,238,37
2008-03-16 00:00:00,239,38
2008-03-17 00:00:00,239,34
2008-03-18 00:00:00,241,32
2008-03-19 00:00:00,242,32
2008-03-20 00:00:00,243,29
2008-03-21 00:00:00,245,29
2008-03-22 00:00:00,246,30
2008-03-23 00:00:00,246,34
2008-03-24 00:00:00,247,42
2008-03-25 00:00:00,248,44
2008-03-26 00:00:00,249,42
2008-03-27 00:00:00,249,38
2008-03-28 00:00:00,250,31
2008-03-29 00:00:00,252,28
2008-03-30 00:00:00,257,22
2008-03-31 00:00:00,262,14
2008-04-01 00:00:00,261,11
2008-04-02 00:00:00,261,13
2008-04-03 00:00:00,259,17
2008-04-04 00:00:00,259,19
2008-04-05 00:00:00,257,23
2008-04-06 00:00:00,256,22
2008-04-07 00:00:00,255,22
2008-04-08 00:00:00,255,24
2008-04-09 00:00:00,255,22
2008-04-10 00:00:00,255,20
2008-04-11 00:00:00,255,19
2008-04-12 00:00:00,257,19
2008-04-13 00:00:00,257,19
2008-04-14 00:00:00,257,19
2008-04-15 00:00:00,257,14
2008-04-16 00:00:00,258,20
2008-04-17 00:00:00,259,25
2008-04-18 00:00:00,259,28
2008-04-19 00:00:00,260,21
2008-04-20 00:00:00,261,21
2008-04-21 00:00:00,262,22
2008-04-22 00:00:00,262,23
2008-04-23 00:00:00,262,16
2008-04-24 00:00:00,264,10
2008-04-25 00:00:00,-999,6
2008-04-26 00:00:00,260,7
2008-04-27 00:00:00,261,7
2008-04-28 00:00:00,260,7
2008-04-29 00:00:00,260,6
2008-04-30 00:00:00,260,5
2008-05-01 00:00:00,260,4
2008-05-02 00:00:00,260,4
2008-05-03 00:00:00,-999,3
2008-05-04 00:00:00,-999,3
2008-05-05 00:00:00,-999,3
2008-05-06 00:00:00,271,10
2008-05-07 00:00:00,271,11
2008-05-08 00:00:00,271,17
2008-05-09 00:00:00,271,17
2008-05-10 00:00:00,272,18
2008-05-11 00:00:00,272,18
2008-05-12 00:00:00,273,25
2008-05-13 00:00:00,272,20
2008-05-14 00:00:00,272,21
2008-05-15 00:00:00,272,16
2008-05-16 00:00:00,273,24
2008-05-17 00:00:00,273,26
2008-05-18 00:00:00,273,26
2008-05-19 00:00:00,274,17
2008-05-20 00:00:00,275,15
2008-05-21 00:00:00,276,13
2008-05-22 00:00:00,275,13
2008-05-23 00:00:00,277,5
2008-05-24 00:00:00,-999,2
2008-05-25 00:00:00,-999,1
2008-05-26 00:00:00,-999,1
2008-05-27 00:00:00,-999,2
2008-05-28 00:00:00,-999,4
2008-05-29 00:00:00,-999,4
2008-05-30 00:00:00,-999,4
2008-05-31 00:00:00,-999,4
2008-06-01 00:00:00,284,9
2008-06-02 00:00:00,286,17
2008-06-03 00:00:00,286,17
2008-06-04 00:00:00,287,22
2008-06-05 00:00:00,287,27
2008-06-06 00:00:00,286,31
2008-06-07 00:00:00,286,33
2008-06-08 00:00:00,287,32
2008-06-09 00:00:00,286,28
2008-06-10 00:00:00,287,35
2008-06-11 00:00:00,286,31
2008-06-12 00:00:00,287,25
2008-06-13 00:00:00,287,24
2008-06-14 00:00:00,287,31
2008-06-15 00:00:00,288,38
2008-06-16 00:00:00,289,45
2008-06-17 00:00:00,291,47
2008-06-18 00:00:00,292,54
2008-06-19 00:00:00,292,64
2008-06-20 00:00:00,293,70
2008-06-21 00:00:00,293,66
2008-06-22 00:00:00,294,60
2008-06-23 00:00:00,294,52
2008-06-24 00:00:00,293,47
2008-06-25 00:00:00,293,40
2008-06-26 00:00:00,292,30
2008-06-27 00:00:00,291,23
2008-06-28 00:00:00,292,27
2008-06-29 00:00:00,292,33
2008-06-30 00:00:00,292,37
2008-07-01 00:00:00,292,43
2008-07-02 00:00:00,292,47
2008-07-03 00:00:00,292,51
2008-07-04 00:00:00,292,56
2008-07-05 00:00:00,291,52
2008-07-06 00:00:00,291,43
2008-07-07 00:00:00,291,40
2008-07-08 00:00:00,290,35
2008-07-09 00:00:00,289,28
2008-07-10 00:00:00,289,24
2008-07-11 00:00:00,289,17
2008-07-12 00:00:00,289,12
2008-07-13 00:00:00,290,10
2008-07-14 00:00:00,291,6
2008-07-15 00:00:00,-999,-999
2008-07-16 00:00:00,-999,2
2008-07-17 00:00:00,-999,4
2008-07-18 00:00:00,-999,4
2008-07-19 00:00:00,287,14
2008-07-20 00:00:00,287,17
2008-07-21 00:00:00,288,20
2008-07-22 00:00:00,288,23
2008-07-23 00:00:00,289,29
2008-07-24 00:00:00,289,29
2008-07-25 00:00:00,289,30
2008-07-26 00:00:00,288,23
2008-07-27 00:00:00,288,22
2008-07-28 00:00:00,288,19
2008-07-29 00:00:00,286,20
2008-07-30 00:00:00,282,13
2008-07-31 00:00:00,279,11
2008-08-01 00:00:00,280,12
2008-08-02 00:00:00,280,9
2008-08-03 00:00:00,280,8
2008-08-04 00:00:00,280,8
2008-08-05 00:00:00,280,4
2008-08-06 00:00:00,282,8
2008-08-07 00:00:00,282,9
2008-08-08 00:00:00,282,8
2008-08-09 00:00:00,282,9
2008-08-10 00:00:00,283,15
2008-08-11 00:00:00,283,17
2008-08-12 00:00:00,282,18
2008-08-13 00:00:00,281,13
2008-08-14 00:00:00,280,13
2008-08-15 00:00:00,280,14
2008-08-16 00:00:00,280,13
2008-08-17 00:00:00,277,8
2008-08-18 00:00:00,278,10
2008-08-19 00:00:00,278,10
2008-08-20 00:00:00,279,11
2008-08-21 00:00:00,279,15
2008-08-22 00:00:00,279,14
2008-08-23 00:00:00,279,14
2008-08-24 00:00:00,278,17
2008-08-25 00:00:00,277,15
2008-08-26 00:00:00,277,15
2008-08-27 00:00:00,277,21
2008-08-28 00:00:00,277,22
2008-08-29 00:00:00,278,31
2008-08-30 00:00:00,278,31
2008-08-31 00:00:00,279,27
2008-09-01 00:00:00,279,27
2008-09-02 00:00:00,279,27
2008-09-03 00:00:00,279,21
2008-09-04 00:00:00,279,15
2008-09-05 00:00:00,275,5
2008-09-06 00:00:00,275,5
2008-09-07 00:00:00,274,7
2008-09-08 00:00:00,274,7
2008-09-09 00:00:00,272,9
2008-09-10 00:00:00,272,10
2008-09-11 00:00:00,273,15
2008-09-12 00:00:00,273,18
2008-09-13 00:00:00,275,24
2008-09-14 00:00:00,275,21
2008-09-15 00:00:00,275,19
2008-09-16 00:00:00,276,16
2008-09-17 00:00:00,276,14
2008-09-18 00:00:00,276,9
2008-09-19 00:00:00,277,6
2008-09-20 00:00:00,-999,-999
2008-09-21 00:00:00,-999,-999
2008-09-22 00:00:00,-999,-999
2008-09-23 00:00:00,-999,-999
2008-09-24 00:00:00,-999,2
2008-09-25 00:00:00,269,5
2008-09-26 00:00:00,269,11
2008-09-27 00:00:00,269,13
2008-09-28 00:00:00,269,19
2008-09-29 00:00:00,269,19
2008-09-30 00:00:00,268,21
2008-10-01 00:00:00,269,20
2008-10-02 00:00:00,267,23
2008-10-03 00:00:00,266,18
2008-10-04 00:00:00,266,17
2008-10-05 00:00:00,265,18
2008-10-06 00:00:00,265,19
2008-10-07 00:00:00,265,17
2008-10-08 00:00:00,265,16
2008-10-09 00:00:00,267,10
2008-10-10 00:00:00,266,11
2008-10-11 00:00:00,263,16
2008-10-12 00:00:00,255,16
2008-10-13 00:00:00,254,15
2008-10-14 00:00:00,253,16
2008-10-15 00:00:00,254,20
2008-10-16 00:00:00,254,21
2008-10-17 00:00:00,254,19
2008-10-18 00:00:00,254,13
2008-10-19 00:00:00,256,6
2008-10-20 00:00:00,252,10
2008-10-21 00:00:00,249,15
2008-10-22 00:00:00,246,21
2008-10-23 00:00:00,247,25
2008-10-24 00:00:00,248,30
2008-10-25 00:00:00,248,35
2008-10-26 00:00:00,249,37
2008-10-27 00:00:00,249,34
2008-10-28 00:00:00,250,35
2008-10-29 00:00:00,251,26
2008-10-30 00:00:00,252,22
2008-10-31 00:00:00,253,25
2008-11-01 00:00:00,254,20
2008-11-02 00:00:00,254,22
2008-11-03 00:00:00,254,21
2008-11-04 00:00:00,255,18
2008-11-05 00:00:00,255,21
2008-11-06 00:00:00,255,26
2008-11-07 00:00:00,255,25
2008-11-08 00:00:00,254,27
2008-11-09 00:00:00,252,30
2008-11-10 00:00:00,252,30
2008-11-11 00:00:00,252,26
2008-11-12 00:00:00,251,22
2008-11-13 00:00:00,246,23
2008-11-14 00:00:00,243,23
2008-11-15 00:00:00,242,21
2008-11-16 00:00:00,239,14
2008-11-17 00:00:00,240,16
2008-11-18 00:00:00,242,25
2008-11-19 00:00:00,243,29
2008-11-20 00:00:00,246,30
2008-11-21 00:00:00,248,25
2008-11-22 00:00:00,248,26
2008-11-23 00:00:00,248,26
2008-11-24 00:00:00,248,24
2008-11-25 00:00:00,250,15
2008-11-26 00:00:00,249,13
2008-11-27 00:00:00,239,17
2008-11-28 00:00:00,237,23
2008-11-29 00:00:00,237,26
2008-11-30 00:00:00,237,26
2008-12-01 00:00:00,237,28
2008-12-02 00:00:00,237,37
2008-12-03 00:00:00,236,46
2008-12-04 00:00:00,237,46
2008-12-05 00:00:00,239,44
2008-12-06 00:00:00,239,44
2008-12-07 00:00:00,240,54
2008-12-08 00:00:00,240,53
2008-12-09 00:00:00,240,44
2008-12-10 00:00:00,243,33
2008-12-11 00:00:00,244,29
2008-12-12 00:00:00,245,30
2008-12-13 00:00:00,246,32
2008-12-14 00:00:00,248,22
2008-12-15 00:00:00,248,23
2008-12-16 00:00:00,249,26
2008-12-17 00:00:00,248,32
2008-12-18 00:00:00,249,25
2008-12-19 00:00:00,249,20
2008-12-20 00:00:00,248,14
2008-12-21 00:00:00,248,14
2008-12-22 00:00:00,246,14
2008-12-23 00:00:00,242,16
2008-12-24 00:00:00,237,15
2008-12-25 00:00:00,236,21
2008-12-26 00:00:00,235,19
2008-12-27 00:00:00,235,19
2008-12-28 00:00:00,235,19
2008-12-29 00:00:00,234,17
2008-12-30 00:00:00,234,12
2008-12-31 00:00:00,233,7
2009-01-01 00:00:00,234,15
2009-01-02 00:00:00,236,14
2009-01-03 00:00:00,237,13
2009-01-04 00:00:00,235,20
2009-01-05 00:00:00,234,29
2009-01-06 00:00:00,234,39
2009-01-07 00:00:00,234,40
2009-01-08 00:00:00,234,39
2009-01-09 00:00:00,234,35
2009-01-10 00:00:00,234,31
2009-01-11 00:00:00,238,28
2009-01-12 00:00:00,243,20
2009-01-13 00:00:00,253,11
2009-01-14 00:00:00,265,7
2009-01-15 00:00:00,246,16
2009-01-16 00:00:00,244,23
2009-01-17 00:00:00,243,30
2009-01-18 00:00:00,241,34
2009-01-19 00:00:00,240,34
2009-01-20 00:00:00,240,35
2009-01-21 00:00:00,240,35
2009-01-22 00:00:00,241,29
2009-01-23 00:00:00,240,27
2009-01-24 00:00:00,237,32
2009-01-25 00:00:00,234,29
2009-01-26 00:00:00,233,34
2009-01-27 00:00:00,233,36
2009-01-28 00:00:00,233,38
2009-01-29 00:00:00,233,34
2009-01-30 00:00:00,233,31
2009-01-31 00:00:00,236,23
2009-02-01 00:00:00,237,19
2009-02-02 00:00:00,238,17
2009-02-03 00:00:00,239,13
2009-02-04 00:00:00,240,13
2009-02-05 00:00:00,239,17
2009-02-06 00:00:00,239,19
2009-02-07 00:00:00,241,21
2009-02-08 00:00:00,242,23
2009-02-09 00:00:00,245,22
2009-02-10 00:00:00,246,25
2009-02-11 00:00:00,248,25
2009-02-12 00:00:00,248,25
2009-02-13 00:00:00,249,22
2009-02-14 00:00:00,247,18
2009-02-15 00:00:00,246,18
2009-02-16 00:00:00,245,21
2009-02-17 00:00:00,245,25
2009-02-18 00:00:00,246,31
2009-02-19 00:00:00,246,27
2009-02-20 00:00:00,246,27
2009-02-21 00:00:00,246,28
2009-02-22 00:00:00,246,27
2009-02-23 00:00:00,247,22
2009-02-24 00:00:00,247,18
2009-02-25 00:00:00,246,17
2009-02-26 00:00:00,245,24
2009-02-27 00:00:00,245,27
2009-02-28 00:00:00,245,27
2009-03-01 00:00:00,245,28
2009-03-02 00:00:00,244,30
2009-03-03 00:00:00,244,34
2009-03-04 00:00:00,244,33
2009-03-05 00:00:00,244,31
2009-03-06 00:00:00,242,33
2009-03-07 00:00:00,241,34
2009-03-08 00:00:00,240,36
2009-03-09 00:00:00,240,36
2009-03-10 00:00:00,240,30
2009-03-11 00:00:00,239,25
2009-03-12 00:00:00,236,23
2009-03-13 00:00:00,238,20
2009-03-14 00:00:00,240,16
2009-03-15 00:00:00,241,15
2009-03-16 00:00:00,242,19
2009-03-17 00:00:00,242,24
2009-03-18 00:00:00,242,29
2009-03-19 00:00:00,243,33
2009-03-20 00:00:00,244,31
2009-03-21 00:00:00,244,33
2009-03-22 00:00:00,244,32
2009-03-23 00:00:00,246,29
2009-03-24 00:00:00,247,27
2009-03-25 00:00:00,248,26
2009-03-26 00:00:00,249,26
2009-03-27 00:00:00,250,34
2009-03-28 00:00:00,249,39
