Date,Surface temperature average weight,Number of cloud free observations
2007-03-09 00:00:00,239,29
2007-03-10 00:00:00,239,31
2007-03-11 00:00:00,240,27
2007-03-12 00:00:00,241,26
2007-03-13 00:00:00,242,32
2007-03-14 00:00:00,242,36
2007-03-15 00:00:00,243,36
2007-03-16 00:00:00,244,28
2007-03-17 00:00:00,244,28
2007-03-18 00:00:00,244,28
2007-03-19 00:00:00,243,27
2007-03-20 00:00:00,242,26
2007-03-21 00:00:00,244,26
2007-03-22 00:00:00,245,25
2007-03-23 00:00:00,247,30
2007-03-24 00:00:00,248,30
2007-03-25 00:00:00,248,29
2007-03-26 00:00:00,251,32
2007-03-27 00:00:00,254,38
2007-03-28 00:00:00,255,41
2007-03-29 00:00:00,256,41
2007-03-30 00:00:00,257,43
2007-03-31 00:00:00,258,49
2007-04-01 00:00:00,258,52
2007-04-02 00:00:00,258,49
2007-04-03 00:00:00,258,40
2007-04-04 00:00:00,260,30
2007-04-05 00:00:00,260,27
2007-04-06 00:00:00,261,18
2007-04-07 00:00:00,256,13
2007-04-08 00:00:00,256,11
2007-04-09 00:00:00,257,8
2007-04-10 00:00:00,259,11
2007-04-11 00:00:00,260,15
2007-04-12 00:00:00,261,25
2007-04-13 00:00:00,261,29
2007-04-14 00:00:00,264,34
2007-04-15 00:00:00,265,41
2007-04-16 00:00:00,266,50
2007-04-17 00:00:00,267,54
2007-04-18 00:00:00,267,55
2007-04-19 00:00:00,268,46
2007-04-20 00:00:00,269,43
2007-04-21 00:00:00,268,37
2007-04-22 00:00:00,267,30
2007-04-23 00:00:00,266,23
2007-04-24 00:00:00,263,14
2007-04-25 00:00:00,261,16
2007-04-26 00:00:00,260,23
2007-04-27 00:00:00,260,32
2007-04-28 00:00:00,261,35
2007-04-29 00:00:00,261,34
2007-04-30 00:00:00,261,33
2007-05-01 00:00:00,261,36
2007-05-02 00:00:00,262,31
2007-05-03 00:00:00,263,24
2007-05-04 00:00:00,265,16
2007-05-05 00:00:00,267,10
2007-05-06 00:00:00,267,10
2007-05-07 00:00:00,266,10
2007-05-08 00:00:00,262,15
2007-05-09 00:00:00,263,21
2007-05-10 00:00:00,263,20
2007-05-11 00:00:00,264,28
2007-05-12 00:00:00,266,38
2007-05-13 00:00:00,267,45
2007-05-14 00:00:00,268,53
2007-05-15 00:00:00,270,55
2007-05-16 00:00:00,271,55
2007-05-17 00:00:00,271,62
2007-05-18 00:00:00,272,53
2007-05-19 00:00:00,272,45
2007-05-20 00:00:00,273,38
2007-05-21 00:00:00,274,31
2007-05-22 00:00:00,275,21
2007-05-23 00:00:00,274,14
2007-05-24 00:00:00,273,6
2007-05-25 00:00:00,273,6
2007-05-26 00:00:00,275,5
2007-05-27 00:00:00,276,6
2007-05-28 00:00:00,-999,5
2007-05-29 00:00:00,285,7
2007-05-30 00:00:00,286,8
2007-05-31 00:00:00,286,10
2007-06-01 00:00:00,286,12
2007-06-02 00:00:00,286,15
2007-06-03 00:00:00,286,21
2007-06-04 00:00:00,286,28
2007-06-05 00:00:00,286,26
2007-06-06 00:00:00,285,25
2007-06-07 00:00:00,285,23
2007-06-08 00:00:00,285,20
2007-06-09 00:00:00,286,27
2007-06-10 00:00:00,286,29
2007-06-11 00:00:00,286,31
2007-06-12 00:00:00,286,41
2007-06-13 00:00:00,286,50
2007-06-14 00:00:00,286,53
2007-06-15 00:00:00,287,61
2007-06-16 00:00:00,287,52
2007-06-17 00:00:00,287,43
2007-06-18 00:00:00,288,36
2007-06-19 00:00:00,288,30
2007-06-20 00:00:00,289,25
2007-06-21 00:00:00,289,25
2007-06-22 00:00:00,288,22
2007-06-23 00:00:00,289,25
2007-06-24 00:00:00,289,25
2007-06-25 00:00:00,289,22
2007-06-26 00:00:00,289,19
2007-06-27 00:00:00,289,22
2007-06-28 00:00:00,289,30
2007-06-29 00:00:00,289,32
2007-06-30 00:00:00,289,36
2007-07-01 00:00:00,290,48
2007-07-02 00:00:00,290,57
2007-07-03 00:00:00,291,65
2007-07-04 00:00:00,291,65
2007-07-05 00:00:00,292,60
2007-07-06 00:00:00,292,61
2007-07-07 00:00:00,293,59
2007-07-08 00:00:00,293,48
2007-07-09 00:00:00,293,42
2007-07-10 00:00:00,292,40
2007-07-11 00:00:00,292,32
2007-07-12 00:00:00,292,28
2007-07-13 00:00:00,292,20
2007-07-14 00:00:00,292,13
2007-07-15 00:00:00,292,12
2007-07-16 00:00:00,292,9
2007-07-17 00:00:00,287,3
2007-07-18 00:00:00,284,6
2007-07-19 00:00:00,281,4
2007-07-20 00:00:00,283,8
2007-07-21 00:00:00,286,15
2007-07-22 00:00:00,286,19
2007-07-23 00:00:00,286,19
2007-07-24 00:00:00,287,18
2007-07-25 00:00:00,288,19
2007-07-26 00:00:00,288,19
2007-07-27 00:00:00,289,15
2007-07-28 00:00:00,288,9
2007-07-29 00:00:00,288,13
2007-07-30 00:00:00,289,17
2007-07-31 00:00:00,287,19
2007-08-01 00:00:00,286,17
2007-08-02 00:00:00,286,17
2007-08-03 00:00:00,286,19
2007-08-04 00:00:00,286,18
2007-08-05 00:00:00,285,12
2007-08-06 00:00:00,282,15
2007-08-07 00:00:00,283,13
2007-08-08 00:00:00,284,11
2007-08-09 00:00:00,284,15
2007-08-10 00:00:00,284,13
2007-08-11 00:00:00,284,13
2007-08-12 00:00:00,285,11
2007-08-13 00:00:00,287,4
2007-08-14 00:00:00,286,6
2007-08-15 00:00:00,284,11
2007-08-16 00:00:00,283,16
2007-08-17 00:00:00,284,26
2007-08-18 00:00:00,284,37
2007-08-19 00:00:00,285,48
2007-08-20 00:00:00,285,58
2007-08-21 00:00:00,285,64
2007-08-22 00:00:00,285,69
2007-08-23 00:00:00,286,70
2007-08-24 00:00:00,285,70
2007-08-25 00:00:00,285,61
2007-08-26 00:00:00,285,50
2007-08-27 00:00:00,284,44
2007-08-28 00:00:00,283,46
2007-08-29 00:00:00,283,45
2007-08-30 00:00:00,282,45
2007-08-31 00:00:00,281,44
2007-09-01 00:00:00,281,42
2007-09-02 00:00:00,281,46
2007-09-03 00:00:00,281,42
2007-09-04 00:00:00,281,34
2007-09-05 00:00:00,281,29
2007-09-06 00:00:00,281,24
2007-09-07 00:00:00,282,15
2007-09-08 00:00:00,282,15
2007-09-09 00:00:00,283,11
2007-09-10 00:00:00,281,12
2007-09-11 00:00:00,280,18
2007-09-12 00:00:00,278,23
2007-09-13 00:00:00,277,20
2007-09-14 00:00:00,277,20
2007-09-15 00:00:00,277,20
2007-09-16 00:00:00,277,20
2007-09-17 00:00:00,277,22
2007-09-18 00:00:00,277,15
2007-09-19 00:00:00,-999,6
2007-09-20 00:00:00,-999,4
2007-09-21 00:00:00,-999,4
2007-09-22 00:00:00,-999,6
2007-09-23 00:00:00,273,13
2007-09-24 00:00:00,273,16
2007-09-25 00:00:00,273,17
2007-09-26 00:00:00,273,17
2007-09-27 00:00:00,273,17
2007-09-28 00:00:00,273,18
2007-09-29 00:00:00,271,21
2007-09-30 00:00:00,266,18
2007-10-01 00:00:00,265,13
2007-10-02 00:00:00,264,13
2007-10-03 00:00:00,264,16
2007-10-04 00:00:00,264,18
2007-10-05 00:00:00,264,17
2007-10-06 00:00:00,264,12
2007-10-07 00:00:00,263,9
2007-10-08 00:00:00,-999,8
2007-10-09 00:00:00,-999,6
2007-10-10 00:00:00,-999,5
2007-10-11 00:00:00,-999,5
2007-10-12 00:00:00,-999,5
2007-10-13 00:00:00,-999,8
2007-10-14 00:00:00,260,10
2007-10-15 00:00:00,259,14
2007-10-16 00:00:00,259,18
2007-10-17 00:00:00,259,17
2007-10-18 00:00:00,258,15
2007-10-19 00:00:00,258,20
2007-10-20 00:00:00,258,18
2007-10-21 00:00:00,257,16
2007-10-22 00:00:00,257,12
2007-10-23 00:00:00,257,8
2007-10-24 00:00:00,257,12
2007-10-25 00:00:00,257,12
2007-10-26 00:00:00,255,11
2007-10-27 00:00:00,255,11
2007-10-28 00:00:00,256,11
2007-10-29 00:00:00,256,11
2007-10-30 00:00:00,256,11
2007-10-31 00:00:00,256,6
2007-11-01 00:00:00,255,7
2007-11-02 00:00:00,255,5
2007-11-03 00:00:00,254,5
2007-11-04 00:00:00,253,6
2007-11-05 00:00:00,253,6
2007-11-06 00:00:00,253,6
2007-11-07 00:00:00,253,6
2007-11-08 00:00:00,254,6
2007-11-09 00:00:00,254,4
2007-11-10 00:00:00,255,3
2007-11-11 00:00:00,-999,1
2007-11-12 00:00:00,251,5
2007-11-13 00:00:00,249,13
2007-11-14 00:00:00,247,20
2007-11-15 00:00:00,247,20
2007-11-16 00:00:00,249,25
2007-11-17 00:00:00,249,26
2007-11-18 00:00:00,247,33
2007-11-19 00:00:00,247,39
2007-11-20 00:00:00,245,38
2007-11-21 00:00:00,245,41
2007-11-22 00:00:00,244,51
2007-11-23 00:00:00,243,46
2007-11-24 00:00:00,243,47
2007-11-25 00:00:00,243,47
2007-11-26 00:00:00,242,39
2007-11-27 00:00:00,241,41
2007-11-28 00:00:00,240,41
2007-11-29 00:00:00,239,40
2007-11-30 00:00:00,239,48
2007-12-01 00:00:00,240,49
2007-12-02 00:00:00,241,46
2007-12-03 00:00:00,241,44
2007-12-04 00:00:00,242,35
2007-12-05 00:00:00,244,30
2007-12-06 00:00:00,247,22
2007-12-07 00:00:00,254,14
2007-12-08 00:00:00,-999,11
2007-12-09 00:00:00,-999,7
2007-12-10 00:00:00,-999,7
2007-12-11 00:00:00,-999,7
2007-12-12 00:00:00,250,3
2007-12-13 00:00:00,-999,1
2007-12-14 00:00:00,248,4
2007-12-15 00:00:00,246,7
2007-12-16 00:00:00,241,18
2007-12-17 00:00:00,240,28
2007-12-18 00:00:00,240,30
2007-12-19 00:00:00,240,34
2007-12-20 00:00:00,240,35
2007-12-21 00:00:00,240,34
2007-12-22 00:00:00,241,36
2007-12-23 00:00:00,241,31
2007-12-24 00:00:00,242,21
2007-12-25 00:00:00,242,19
2007-12-26 00:00:00,243,14
2007-12-27 00:00:00,242,13
2007-12-28 00:00:00,242,11
2007-12-29 00:00:00,238,6
2007-12-30 00:00:00,-999,-999
2007-12-31 00:00:00,-999,-999
2008-01-01 00:00:00,-999,4
2008-01-02 00:00:00,246,5
2008-01-03 00:00:00,246,5
2008-01-04 00:00:00,248,3
2008-01-05 00:00:00,-999,3
2008-01-06 00:00:00,-999,3
2008-01-07 00:00:00,-999,3
2008-01-08 00:00:00,236,8
2008-01-09 00:00:00,232,14
2008-01-10 00:00:00,234,18
2008-01-11 00:00:00,235,20
2008-01-12 00:00:00,237,25
2008-01-13 00:00:00,239,33
2008-01-14 00:00:00,239,33
2008-01-15 00:00:00,242,32
2008-01-16 00:00:00,248,29
2008-01-17 00:00:00,251,26
2008-01-18 00:00:00,250,30
2008-01-19 00:00:00,251,25
2008-01-20 00:00:00,255,17
2008-01-21 00:00:00,247,24
2008-01-22 00:00:00,240,32
2008-01-23 00:00:00,236,37
2008-01-24 00:00:00,234,45
2008-01-25 00:00:00,233,51
2008-01-26 00:00:00,232,61
2008-01-27 00:00:00,232,70
2008-01-28 00:00:00,232,70
2008-01-29 00:00:00,232,66
2008-01-30 00:00:00,232,60
2008-01-31 00:00:00,231,51
2008-02-01 00:00:00,232,39
2008-02-02 00:00:00,232,35
2008-02-03 00:00:00,232,34
2008-02-04 00:00:00,233,33
2008-02-05 00:00:00,233,29
2008-02-06 00:00:00,235,35
2008-02-07 00:00:00,237,41
2008-02-08 00:00:00,238,48
2008-02-09 00:00:00,240,47
2008-02-10 00:00:00,242,39
2008-02-11 00:00:00,243,36
2008-02-12 00:00:00,245,33
2008-02-13 00:00:00,249,32
2008-02-14 00:00:00,252,31
2008-02-15 00:00:00,254,33
2008-02-16 00:00:00,256,29
2008-02-17 00:00:00,256,29
2008-02-18 00:00:00,256,27
2008-02-19 00:00:00,256,26
2008-02-20 00:00:00,254,21
2008-02-21 00:00:00,251,19
2008-02-22 00:00:00,245,11
2008-02-23 00:00:00,242,9
2008-02-24 00:00:00,242,12
2008-02-25 00:00:00,241,16
2008-02-26 00:00:00,241,23
2008-02-27 00:00:00,242,26
2008-02-28 00:00:00,244,25
2008-02-29 00:00:00,243,24
2008-03-01 00:00:00,243,24
2008-03-02 00:00:00,244,23
2008-03-03 00:00:00,245,23
2008-03-04 00:00:00,248,16
2008-03-05 00:00:00,247,10
2008-03-06 00:00:00,245,9
2008-03-07 00:00:00,245,10
2008-03-08 00:00:00,245,10
2008-03-09 00:00:00,244,12
2008-03-10 00:00:00,240,12
2008-03-11 00:00:00,238,18
2008-03-12 00:00:00,238,23
2008-03-13 00:00:00,238,27
2008-03-14 00:00:00,238,34
2008-03-15 00:00:00,239,39
2008-03-16 00:00:00,239,38
2008-03-17 00:00:00,239,33
2008-03-18 00:00:00,240,30
2008-03-19 00:00:00,241,27
2008-03-20 00:00:00,243,26
2008-03-21 00:00:00,245,24
2008-03-22 00:00:00,246,25
2008-03-23 00:00:00,246,30
2008-03-24 00:00:00,247,39
2008-03-25 00:00:00,248,42
2008-03-26 00:00:00,249,42
2008-03-27 00:00:00,249,37
2008-03-28 00:00:00,250,31
2008-03-29 00:00:00,251,25
2008-03-30 00:00:00,256,20
2008-03-31 00:00:00,262,12
2008-04-01 00:00:00,262,8
2008-04-02 00:00:00,261,10
2008-04-03 00:00:00,259,15
2008-04-04 00:00:00,259,17
2008-04-05 00:00:00,257,23
2008-04-06 00:00:00,256,22
2008-04-07 00:00:00,256,22
2008-04-08 00:00:00,255,23
2008-04-09 00:00:00,255,20
2008-04-10 00:00:00,255,16
2008-04-11 00:00:00,255,15
2008-04-12 00:00:00,256,18
2008-04-13 00:00:00,257,17
2008-04-14 00:00:00,257,16
2008-04-15 00:00:00,258,14
2008-04-16 00:00:00,259,21
2008-04-17 00:00:00,259,27
2008-04-18 00:00:00,260,30
2008-04-19 00:00:00,261,22
2008-04-20 00:00:00,261,21
2008-04-21 00:00:00,262,24
2008-04-22 00:00:00,262,24
2008-04-23 00:00:00,262,17
2008-04-24 00:00:00,263,11
2008-04-25 00:00:00,264,8
2008-04-26 00:00:00,264,9
2008-04-27 00:00:00,264,10
2008-04-28 00:00:00,259,9
2008-04-29 00:00:00,259,8
2008-04-30 00:00:00,260,7
2008-05-01 00:00:00,260,6
2008-05-02 00:00:00,260,5
2008-05-03 00:00:00,-999,4
2008-05-04 00:00:00,-999,3
2008-05-05 00:00:00,-999,2
2008-05-06 00:00:00,271,11
2008-05-07 00:00:00,271,11
2008-05-08 00:00:00,272,18
2008-05-09 00:00:00,272,18
2008-05-10 00:00:00,272,18
2008-05-11 00:00:00,272,18
2008-05-12 00:00:00,272,25
2008-05-13 00:00:00,272,17
2008-05-14 00:00:00,272,18
2008-05-15 00:00:00,272,14
2008-05-16 00:00:00,273,22
2008-05-17 00:00:00,273,22
2008-05-18 00:00:00,273,23
2008-05-19 00:00:00,274,16
2008-05-20 00:00:00,276,18
2008-05-21 00:00:00,276,17
2008-05-22 00:00:00,277,14
2008-05-23 00:00:00,279,6
2008-05-24 00:00:00,280,5
2008-05-25 00:00:00,280,4
2008-05-26 00:00:00,280,3
2008-05-27 00:00:00,-999,1
2008-05-28 00:00:00,285,4
2008-05-29 00:00:00,285,5
2008-05-30 00:00:00,285,5
2008-05-31 00:00:00,285,5
2008-06-01 00:00:00,285,9
2008-06-02 00:00:00,286,17
2008-06-03 00:00:00,287,19
2008-06-04 00:00:00,288,23
2008-06-05 00:00:00,287,29
2008-06-06 00:00:00,287,33
2008-06-07 00:00:00,287,36
2008-06-08 00:00:00,286,36
2008-06-09 00:00:00,286,35
2008-06-10 00:00:00,286,41
2008-06-11 00:00:00,286,37
2008-06-12 00:00:00,286,30
2008-06-13 00:00:00,287,29
2008-06-14 00:00:00,287,35
2008-06-15 00:00:00,288,42
2008-06-16 00:00:00,289,43
2008-06-17 00:00:00,290,44
2008-06-18 00:00:00,291,50
2008-06-19 00:00:00,292,60
2008-06-20 00:00:00,292,66
2008-06-21 00:00:00,293,62
2008-06-22 00:00:00,293,56
2008-06-23 00:00:00,294,49
2008-06-24 00:00:00,293,43
2008-06-25 00:00:00,293,38
2008-06-26 00:00:00,292,28
2008-06-27 00:00:00,291,23
2008-06-28 00:00:00,291,27
2008-06-29 00:00:00,292,31
2008-06-30 00:00:00,292,35
2008-07-01 00:00:00,292,37
2008-07-02 00:00:00,291,39
2008-07-03 00:00:00,291,45
2008-07-04 00:00:00,291,48
2008-07-05 00:00:00,291,43
2008-07-06 00:00:00,290,36
2008-07-07 00:00:00,290,39
2008-07-08 00:00:00,289,37
2008-07-09 00:00:00,289,31
2008-07-10 00:00:00,289,25
2008-07-11 00:00:00,288,18
2008-07-12 00:00:00,288,14
2008-07-13 00:00:00,288,12
2008-07-14 00:00:00,289,4
2008-07-15 00:00:00,-999,-999
2008-07-16 00:00:00,-999,-999
2008-07-17 00:00:00,-999,1
2008-07-18 00:00:00,-999,1
2008-07-19 00:00:00,288,11
2008-07-20 00:00:00,288,14
2008-07-21 00:00:00,288,19
2008-07-22 00:00:00,289,24
2008-07-23 00:00:00,289,32
2008-07-24 00:00:00,289,31
2008-07-25 00:00:00,289,31
2008-07-26 00:00:00,290,21
2008-07-27 00:00:00,291,19
2008-07-28 00:00:00,291,14
2008-07-29 00:00:00,290,11
2008-07-30 00:00:00,280,4
2008-07-31 00:00:00,280,5
2008-08-01 00:00:00,280,6
2008-08-02 00:00:00,280,6
2008-08-03 00:00:00,278,6
2008-08-04 00:00:00,278,6
2008-08-05 00:00:00,-999,4
2008-08-06 00:00:00,283,9
2008-08-07 00:00:00,283,9
2008-08-08 00:00:00,283,8
2008-08-09 00:00:00,283,11
2008-08-10 00:00:00,283,17
2008-08-11 00:00:00,283,19
2008-08-12 00:00:00,283,19
2008-08-13 00:00:00,282,13
2008-08-14 00:00:00,281,13
2008-08-15 00:00:00,281,15
2008-08-16 00:00:00,281,12
2008-08-17 00:00:00,278,6
2008-08-18 00:00:00,278,7
2008-08-19 00:00:00,278,8
2008-08-20 00:00:00,278,9
2008-08-21 00:00:00,279,11
2008-08-22 00:00:00,279,11
2008-08-23 00:00:00,279,11
2008-08-24 00:00:00,278,13
2008-08-25 00:00:00,278,13
2008-08-26 00:00:00,-999,13
2008-08-27 00:00:00,278,21
2008-08-28 00:00:00,278,24
2008-08-29 00:00:00,279,32
2008-08-30 00:00:00,279,32
2008-08-31 00:00:00,279,29
2008-09-01 00:00:00,279,27
2008-09-02 00:00:00,279,29
2008-09-03 00:00:00,280,20
2008-09-04 00:00:00,280,14
2008-09-05 00:00:00,278,4
2008-09-06 00:00:00,278,4
2008-09-07 00:00:00,275,6
2008-09-08 00:00:00,275,7
2008-09-09 00:00:00,273,7
2008-09-10 00:00:00,273,8
2008-09-11 00:00:00,273,12
2008-09-12 00:00:00,273,16
2008-09-13 00:00:00,274,20
2008-09-14 00:00:00,274,19
2008-09-15 00:00:00,274,17
2008-09-16 00:00:00,275,14
2008-09-17 00:00:00,276,13
2008-09-18 00:00:00,276,9
2008-09-19 00:00:00,277,5
2008-09-20 00:00:00,-999,1
2008-09-21 00:00:00,-999,-999
2008-09-22 00:00:00,-999,-999
2008-09-23 00:00:00,-999,-999
2008-09-24 00:00:00,-999,1
2008-09-25 00:00:00,270,4
2008-09-26 00:00:00,269,7
2008-09-27 00:00:00,268,8
2008-09-28 00:00:00,269,14
2008-09-29 00:00:00,269,14
2008-09-30 00:00:00,268,17
2008-10-01 00:00:00,267,17
2008-10-02 00:00:00,266,16
2008-10-03 00:00:00,266,15
2008-10-04 00:00:00,267,16
2008-10-05 00:00:00,266,16
2008-10-06 00:00:00,266,16
2008-10-07 00:00:00,266,13
2008-10-08 00:00:00,266,12
2008-10-09 00:00:00,267,12
2008-10-10 00:00:00,265,13
2008-10-11 00:00:00,262,15
2008-10-12 00:00:00,256,16
2008-10-13 00:00:00,256,17
2008-10-14 00:00:00,256,18
2008-10-15 00:00:00,256,20
2008-10-16 00:00:00,256,19
2008-10-17 00:00:00,255,16
2008-10-18 00:00:00,255,12
2008-10-19 00:00:00,257,5
2008-10-20 00:00:00,251,8
2008-10-21 00:00:00,247,13
2008-10-22 00:00:00,247,22
2008-10-23 00:00:00,247,26
2008-10-24 00:00:00,248,32
2008-10-25 00:00:00,248,36
2008-10-26 00:00:00,249,37
2008-10-27 00:00:00,249,33
2008-10-28 00:00:00,250,34
2008-10-29 00:00:00,252,24
2008-10-30 00:00:00,253,20
2008-10-31 00:00:00,253,22
2008-11-01 00:00:00,253,19
2008-11-02 00:00:00,254,21
2008-11-03 00:00:00,254,23
2008-11-04 00:00:00,254,20
2008-11-05 00:00:00,255,25
2008-11-06 00:00:00,255,30
2008-11-07 00:00:00,255,28
2008-11-08 00:00:00,254,29
2008-11-09 00:00:00,252,34
2008-11-10 00:00:00,252,32
2008-11-11 00:00:00,252,28
2008-11-12 00:00:00,251,22
2008-11-13 00:00:00,246,23
2008-11-14 00:00:00,243,21
2008-11-15 00:00:00,243,19
2008-11-16 00:00:00,239,11
2008-11-17 00:00:00,240,13
2008-11-18 00:00:00,242,21
2008-11-19 00:00:00,244,25
2008-11-20 00:00:00,247,25
2008-11-21 00:00:00,248,23
2008-11-22 00:00:00,249,25
2008-11-23 00:00:00,249,25
2008-11-24 00:00:00,249,23
2008-11-25 00:00:00,251,15
2008-11-26 00:00:00,249,15
2008-11-27 00:00:00,240,20
2008-11-28 00:00:00,238,26
2008-11-29 00:00:00,237,28
2008-11-30 00:00:00,237,28
2008-12-01 00:00:00,237,31
2008-12-02 00:00:00,237,42
2008-12-03 00:00:00,236,48
2008-12-04 00:00:00,237,48
2008-12-05 00:00:00,238,46
2008-12-06 00:00:00,239,46
2008-12-07 00:00:00,239,56
2008-12-08 00:00:00,239,54
2008-12-09 00:00:00,240,43
2008-12-10 00:00:00,243,35
2008-12-11 00:00:00,244,29
2008-12-12 00:00:00,245,30
2008-12-13 00:00:00,245,32
2008-12-14 00:00:00,248,22
2008-12-15 00:00:00,248,23
2008-12-16 00:00:00,248,26
2008-12-17 00:00:00,248,31
2008-12-18 00:00:00,248,27
2008-12-19 00:00:00,248,22
2008-12-20 00:00:00,247,16
2008-12-21 00:00:00,247,16
2008-12-22 00:00:00,246,16
2008-12-23 00:00:00,242,19
2008-12-24 00:00:00,237,17
2008-12-25 00:00:00,235,21
2008-12-26 00:00:00,234,19
2008-12-27 00:00:00,234,19
2008-12-28 00:00:00,234,19
2008-12-29 00:00:00,234,17
2008-12-30 00:00:00,233,11
2008-12-31 00:00:00,233,6
2009-01-01 00:00:00,233,13
2009-01-02 00:00:00,236,10
2009-01-03 00:00:00,236,13
2009-01-04 00:00:00,234,20
2009-01-05 00:00:00,234,30
2009-01-06 00:00:00,233,40
2009-01-07 00:00:00,234,44
2009-01-08 00:00:00,234,43
2009-01-09 00:00:00,234,40
2009-01-10 00:00:00,235,35
2009-01-11 00:00:00,241,32
2009-01-12 00:00:00,246,24
2009-01-13 00:00:00,257,16
2009-01-14 00:00:00,266,11
2009-01-15 00:00:00,252,20
2009-01-16 00:00:00,248,24
2009-01-17 00:00:00,245,31
2009-01-18 00:00:00,241,35
2009-01-19 00:00:00,240,35
2009-01-20 00:00:00,240,34
2009-01-21 00:00:00,240,34
2009-01-22 00:00:00,241,30
2009-01-23 00:00:00,239,32
2009-01-24 00:00:00,236,36
2009-01-25 00:00:00,233,32
2009-01-26 00:00:00,233,37
2009-01-27 00:00:00,233,39
2009-01-28 00:00:00,233,42
2009-01-29 00:00:00,233,37
2009-01-30 00:00:00,233,34
2009-01-31 00:00:00,236,27
2009-02-01 00:00:00,237,23
2009-02-02 00:00:00,239,16
2009-02-03 00:00:00,240,15
2009-02-04 00:00:00,240,17
2009-02-05 00:00:00,239,21
2009-02-06 00:00:00,239,20
2009-02-07 00:00:00,242,21
2009-02-08 00:00:00,242,22
2009-02-09 00:00:00,244,25
2009-02-10 00:00:00,244,26
2009-02-11 00:00:00,247,23
2009-02-12 00:00:00,247,23
2009-02-13 00:00:00,248,21
2009-02-14 00:00:00,247,17
2009-02-15 00:00:00,246,18
2009-02-16 00:00:00,246,19
2009-02-17 00:00:00,245,23
2009-02-18 00:00:00,246,27
2009-02-19 00:00:00,246,23
2009-02-20 00:00:00,245,23
2009-02-21 00:00:00,245,23
2009-02-22 00:00:00,245,21
2009-02-23 00:00:00,246,17
2009-02-24 00:00:00,246,12
2009-02-25 00:00:00,244,12
2009-02-26 00:00:00,244,16
2009-02-27 00:00:00,244,18
2009-02-28 00:00:00,244,19
2009-03-01 00:00:00,244,19
2009-03-02 00:00:00,243,21
2009-03-03 00:00:00,243,25
2009-03-04 00:00:00,243,25
2009-03-05 00:00:00,243,30
2009-03-06 00:00:00,242,34
2009-03-07 00:00:00,240,36
2009-03-08 00:00:00,240,40
2009-03-09 00:00:00,240,39
2009-03-10 00:00:00,240,33
2009-03-11 00:00:00,239,29
2009-03-12 00:00:00,237,24
2009-03-13 00:00:00,239,20
2009-03-14 00:00:00,240,16
2009-03-15 00:00:00,242,16
2009-03-16 00:00:00,242,20
2009-03-17 00:00:00,242,28
2009-03-18 00:00:00,243,31
2009-03-19 00:00:00,243,32
2009-03-20 00:00:00,243,31
2009-03-21 00:00:00,243,30
2009-03-22 00:00:00,244,28
2009-03-23 00:00:00,245,27
2009-03-24 00:00:00,246,23
2009-03-25 00:00:00,248,23
2009-03-26 00:00:00,250,25
2009-03-27 00:00:00,250,31
2009-03-28 00:00:00,250,37
